Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-02-28 12:16:35.349 -0500,"Aborted",0:00:05,1,0,0,"20230228_121635.349/LogFile.txt","","",0
2023-03-06 14:44:40.281 -0500,"Success",0:00:01,0,0,0,"20230306_144440.281/LogFile.txt","","",1
2023-03-13 10:38:47.951 -0400,"Success",0:00:00,0,0,0,"20230313_103847.951/LogFile.txt","","",1
